 Month    Low     2      3      4      5      6      7      8      9    High
197507   0.64   0.62  -0.28  -0.66  -1.31  -2.95  -3.07  -1.15  -2.85  -1.85
197508  -5.26  -4.61  -3.94  -4.31  -4.51  -5.21  -5.05  -4.92  -5.56  -4.65
197509  -3.88  -3.46  -3.27  -3.82  -3.69  -3.10  -3.16  -4.26  -4.34  -3.46
197510  -0.88   1.20   1.82   2.04   2.38   3.04   2.77   2.50   2.90   2.91
197511   0.89   1.61   1.52   2.54   2.05   2.07   2.97   2.28   2.50   2.81
197512   0.21   0.74  -0.06  -0.67  -0.68  -0.75  -0.32  -1.52  -0.88  -1.77
197601  16.50  17.06  18.00  19.18  19.63  19.60  21.47  19.08  21.51  23.33
197602  15.96  11.26  10.27   8.33   9.10   7.51   9.05   9.35   9.46  10.33
197603   2.27   2.11   1.20   1.08   1.52   2.81   2.62   2.90   2.55   2.30
197604  -0.04  -0.29  -0.45   0.27  -0.71   0.02  -1.14  -0.40  -0.56  -1.97
197605  -0.68  -0.84  -1.41  -1.49  -0.97  -1.04  -2.32  -2.35  -2.75  -4.60
197606   2.03   2.81   3.89   2.91   3.08   2.62   2.87   2.92   3.88   2.74
197607   0.27   0.08   0.54   0.51   0.47   0.34   0.71   0.58  -0.24   0.05
197608  -2.99  -1.57  -1.12  -0.05  -0.63  -0.91  -1.09  -1.30  -1.31  -2.55
197609   0.55   1.46   1.91   1.23   2.69   2.23   2.55   2.31   2.03   2.42
197610  -2.78  -1.05  -1.98  -2.34  -2.18  -1.80  -1.52  -2.52  -1.82  -2.21
197611   1.24   1.28   2.21   3.02   2.86   2.95   3.43   3.18   3.56   3.62
197612  12.55  10.12  10.24   8.90   8.23   9.34   9.52   9.25  10.05   9.61
197701   3.37   3.55   2.55   1.53   3.30   4.29   3.25   3.69   3.79   4.79
197702  -0.12   0.18   0.25   0.20  -0.15  -0.59   1.10  -0.22   0.86   1.07
197703   1.98   0.63   0.81   0.54   1.20   0.42   0.65   1.40   1.45   1.47
197704   0.71   0.04   1.03   0.99   1.56   2.17   2.50   2.65   2.52   2.97
197705  -0.31   0.42  -0.26   0.06   1.54   0.08   1.39   0.51  -0.27   1.06
197706   4.13   5.14   5.00   5.27   5.59   4.93   4.72   5.42   6.31   7.07
197707   2.29   0.23   1.07   0.77   0.81   1.20   0.92   1.04   1.30   1.05
197708  -1.20   0.60  -0.42  -0.04  -0.94  -0.88  -0.86  -0.12  -0.22   0.15
197709   0.20   0.12   1.48   1.11   0.96   0.96   1.80   1.38   2.20   1.79
197710  -2.67  -2.26  -2.42  -2.47  -2.45  -1.37  -1.71  -2.24  -1.77  -2.92
197711   6.68   5.85   5.77   6.32   6.02   6.42   6.31   8.70   8.18   8.67
197712   1.42   0.83   0.82   0.73   2.35   1.68   1.70   1.99   3.02   2.99
197801   1.34  -0.90  -0.71  -2.44  -1.73  -1.25  -2.10  -1.84  -1.85  -1.36
197802   1.48   2.64   1.42   2.43   2.22   2.37   2.31   3.52   3.97   2.67
197803   7.41   5.04   6.82   6.06   5.21   5.80   6.14   7.20   7.17   8.17
197804   9.01   8.30   7.23   8.24   6.33   6.17   6.81   8.53   9.07   9.00
197805   8.44   7.42   5.17   5.54   4.30   4.49   5.94   7.36   7.06   9.59
197806  -0.23   0.70   1.50   0.56   0.69   0.48   0.65   1.46   0.91   1.99
197807   3.67   4.06   4.26   3.22   3.51   5.22   5.75   5.64   5.95   7.08
197808   9.39   6.64   7.01   6.18   7.72   7.86   7.90   8.37  10.44  12.82
197809   1.84   1.33   1.52   0.10   1.82   0.56  -0.25  -0.57   0.28  -0.67
197810 -15.50 -13.18 -11.19 -13.47 -14.23 -16.43 -18.33 -19.16 -22.02 -25.81
197811   0.08   1.83   2.24   2.33   2.93   3.21   4.95   5.00   6.15   8.81
197812   0.29   0.61  -0.37  -0.52   1.15   1.25   1.71   1.55   1.73   2.62
197901  12.32   8.71   9.13   8.36   8.23   6.98   8.58   8.68   9.24  10.31
197902  -1.30  -2.17  -1.42  -1.64  -1.87  -1.65  -1.51  -1.56  -2.08  -3.45
197903   9.03   6.69   6.63   5.97   6.44   7.44   8.80   8.42   9.66   9.99
197904   3.71   1.32   1.86   1.84   3.17   1.70   3.33   2.01   2.91   3.64
197905  -1.43  -0.64  -0.71  -0.80  -0.25   0.08  -2.16  -0.44  -1.16   1.38
197906   5.30   5.03   4.43   5.32   4.92   4.62   6.22   5.64   6.56   5.99
197907   1.92   2.14   2.79   2.99   2.99   2.43   2.79   2.12   1.59   1.62
197908   8.20   8.72   6.55   7.14   6.89   6.67   5.87   7.48   8.55   8.25
197909  -2.42  -1.04  -0.90   0.85  -1.05  -0.62  -0.03   0.03   0.65   2.19
197910 -11.35 -10.24  -9.16  -8.52  -9.27  -8.87  -9.01  -8.48  -9.34  -9.04
197911   2.80   2.83   3.64   4.09   5.19   6.62   7.24   7.91  11.23  13.53
197912   5.41   4.71   3.90   3.69   4.33   5.81   6.78   7.64   8.22  11.83
198001  10.55   8.38   5.47   7.16   6.16   8.46  10.10  11.54  12.52  13.66
198002  -1.27  -2.36  -2.08  -2.98  -2.46  -3.00  -2.30  -0.58   0.06   3.48
198003 -16.47 -12.04 -12.79 -12.76 -13.88 -14.95 -15.24 -18.17 -18.34 -22.37
198004   4.32   6.46   5.48   4.82   3.68   4.31   5.80   5.39   6.52   7.00
198005   8.25   7.35   7.96   7.29   7.28   7.25   6.38   7.38   6.05   6.98
198006   4.33   4.08   4.01   3.88   4.00   3.93   3.74   3.99   5.77   5.36
198007   9.06   7.83   7.90   7.35   7.18   7.79   9.49  10.61  11.61  12.34
198008   7.59   4.52   4.38   4.24   4.65   4.32   6.08   7.81   8.67   9.99
198009   5.72   3.99   3.38   1.85   1.83   3.12   3.63   4.91   5.44   7.37
198010   2.73   1.35   0.38   1.17   1.89   2.84   3.27   4.75   6.83   8.95
198011   1.98   0.72   1.17   2.91   5.49   4.69   6.90   8.05  11.81  14.75
198012  -3.06  -1.37  -0.86  -1.76  -2.51  -2.41  -2.09  -4.64  -3.87  -5.57
198101   3.70   2.99   2.87   3.43   2.37   0.76   0.71  -1.67  -1.31  -4.76
198102   0.63   1.97   0.93   2.35   1.08   1.27   0.95   1.27   0.20  -1.19
198103   6.84   8.13   8.61   7.63   6.82   7.11   6.77   6.42   8.23   8.21
198104   2.92   1.91   3.29   2.57   3.29   2.61   3.88   1.63   3.82   3.71
198105   1.13   1.04   1.38   2.30   2.48   3.09   2.35   2.64   3.46   6.14
198106  -1.11   1.23   1.81   0.87   0.41   0.21  -0.06  -0.21  -1.85  -3.39
198107  -1.86  -1.15  -0.19  -1.69  -0.99  -2.47  -2.01  -2.43  -3.38  -2.59
198108  -9.05  -6.37  -4.51  -4.26  -5.99  -6.17  -6.71  -5.34  -7.47  -9.72
198109 -12.04  -7.68  -7.30  -7.75  -7.47  -6.92  -7.54  -6.64  -6.58  -8.77
198110   5.46   6.40   5.34   5.01   6.63   7.27   6.50   7.23   8.13  10.13
198111  -3.00   2.15   1.73   3.28   3.73   3.35   4.61   3.39   3.17   3.03
198112  -5.50  -3.37  -0.69  -1.25  -1.40   0.20  -1.15  -0.91  -1.71  -1.90
198201  -0.90  -2.40  -2.24  -1.58  -1.08  -1.34  -1.16  -1.41  -1.82  -2.39
198202  -7.61  -4.41  -4.33  -4.42  -3.33  -2.60  -1.61  -2.19  -2.16  -3.05
198203  -2.85  -1.57  -1.30  -1.25  -0.70  -0.14  -0.68   0.47   0.22   0.47
198204   5.64   4.94   6.37   4.85   5.14   6.19   4.55   4.96   5.80   4.97
198205  -4.52  -2.83  -3.73  -2.73  -1.84  -1.54  -2.05  -1.20  -1.06  -0.53
198206  -7.87  -4.80  -2.57  -2.77  -1.67  -1.84  -1.11  -1.34  -0.63  -0.69
198207  -3.55  -2.79  -3.05  -2.37  -2.06  -1.52  -0.30   0.45   0.27   0.35
198208   6.51   8.06   7.98   7.24   6.08   5.63   5.61   6.16   6.22   5.67
198209  -2.19   2.25   3.24   3.44   3.62   4.85   5.13   4.34   4.58   7.56
198210  11.76  13.84  12.19  11.51  13.24  13.11  13.18  12.33  11.68  17.29
198211   4.58   8.84   9.37  11.79  11.32   9.33   9.67   9.56   9.22  13.89
198212   2.77   2.37   2.49   1.36   1.35   2.39   2.06   1.96   1.99   3.25
198301  19.41  13.11  10.85   8.73   7.42   6.24   5.98   7.40   8.47  10.89
198302   0.42   5.78   6.13   5.88   6.73   4.67   6.63   6.76   7.86   7.70
198303   5.06   5.02   4.98   5.24   3.82   5.12   5.04   5.88   5.03   6.17
198304   8.08   8.20   7.28   6.62   6.41   6.97   6.99   8.10   7.96  11.00
198305  14.83   8.65   7.63   6.86   6.46   7.14   6.80   6.88   8.36   9.67
198306   5.61   4.63   3.35   4.28   3.89   4.60   3.52   5.83   5.75   4.98
198307   0.74  -0.02  -0.12  -1.36  -0.73  -1.61  -1.95  -1.77  -3.35  -4.32
198308  -3.40  -0.20  -0.87  -1.60  -1.84  -2.16  -2.24  -3.87  -4.59  -5.81
198309  -1.59   0.67   0.94   0.80   2.23   1.58   1.57   0.39   1.53  -0.39
198310  -6.23  -1.80  -2.26  -3.03  -5.36  -4.93  -3.70  -5.55  -5.30  -9.02
198311   0.11   1.56   3.13   4.19   3.81   3.72   4.37   3.25   3.56   4.16
198312  -4.20  -2.61  -0.70  -1.55  -0.42  -0.59  -1.25  -1.60   0.07  -3.09
198401   2.55   2.31  -0.11  -0.43   1.18   0.99  -1.10  -0.16  -0.97  -1.13
198402  -6.27  -4.80  -5.07  -5.22  -4.52  -4.25  -4.07  -4.57  -4.99  -6.98
198403  -0.80  -0.33   0.09   1.15   2.05   0.62   2.17   1.03   1.07   2.49
198404  -4.42  -1.62  -2.17  -1.63  -0.88  -0.18  -0.68  -1.21  -0.08  -1.13
198405  -6.79  -5.16  -4.39  -4.42  -4.19  -4.96  -4.43  -4.01  -3.92  -4.07
198406  -0.42   1.71   2.91   1.39   2.62   2.74   2.28   2.11   2.48   2.04
198407  -8.12  -6.33  -4.54  -4.34  -3.35  -3.42  -2.88  -2.62  -1.44  -1.87
198408   8.81  10.85  10.44   9.91  10.27  10.12   9.31   7.63   7.13   7.67
198409  -2.44  -0.16  -1.21  -1.40   0.17   1.26   1.39   2.49   1.61   1.79
198410  -5.94  -3.86  -1.40  -1.43  -0.78  -1.27   0.42   0.86   1.09   0.35
198411  -6.66  -4.17  -3.40  -1.19  -2.24  -0.79  -1.15  -0.76  -1.43  -2.57
198412  -0.71  -2.13   0.53   0.89   1.34   2.37   1.94   2.00   2.60   1.75
198501  18.04  14.63  12.45  11.51  10.86  10.33   9.77   8.16   7.83   7.99
198502   7.40   4.73   2.80   3.61   3.62   2.82   2.73   3.50   3.17   5.10
198503  -2.36  -2.23  -0.50  -1.17  -0.35  -0.16  -0.57  -0.37   0.28  -0.11
198504  -3.83  -1.62  -1.45  -1.25  -1.19  -0.38   0.27   0.84   0.58   0.64
198505  -0.78   1.53   1.59   3.67   3.43   3.87   3.45   4.24   4.68   4.61
198506  -2.79  -0.68  -0.56   0.71   1.72   2.20   2.12   2.24   2.81   2.74
198507   2.07   2.33   1.79   2.61   2.30   1.72   0.87   0.56   0.87   1.53
198508  -1.29  -0.19  -0.42  -0.71  -0.32  -0.12  -0.12   0.29   1.02  -0.08
198509  -8.23  -6.45  -5.30  -4.49  -3.78  -4.07  -4.37  -4.16  -4.26  -5.74
198510  -2.50   1.96   1.64   1.21   3.54   3.20   3.93   3.81   4.82   5.22
198511   4.33   4.34   4.60   4.55   5.11   5.76   6.34   5.82   7.24   7.10
198512   1.09   3.65   3.05   3.13   3.49   4.53   3.70   4.56   2.68   3.69
198601   5.18   3.54   1.85   2.77   3.50   1.84   2.51   4.03   4.66   5.78
198602   4.74   4.31   6.58   5.65   5.92   7.60   7.39   7.22   8.80   7.44
198603   3.55   3.95   4.65   5.24   5.29   4.84   6.79   5.11   5.35   5.57
198604   1.25   1.33   1.87   2.42   1.28   0.14   0.76   1.53   0.97   2.23
198605   2.66   3.45   2.24   3.18   3.56   3.04   3.67   4.89   4.99   6.48
198606  -0.64   0.03  -0.97  -0.08   1.36   1.40   1.80   1.90   3.12   2.56
198607  -9.23  -7.67  -7.09  -6.08  -5.56  -5.36  -6.64  -6.42  -6.59  -9.12
198608   1.35   2.38   2.72   2.91   3.81   2.70   1.46   3.27   1.45   0.97
198609  -5.11  -5.33  -4.54  -4.30  -5.50  -6.12  -7.12  -7.40  -7.08  -8.90
198610  -0.09   1.44   1.99   2.37   2.87   3.37   3.92   3.69   3.37   4.64
198611  -1.91  -1.32  -0.02   0.61   0.42   0.54   0.49  -0.34   0.53  -1.58
198612  -5.04  -3.58  -3.03  -2.36  -2.99  -2.49  -3.19  -2.54  -4.20  -3.91
198701  14.94  10.37  10.02  10.74  10.31  10.22  11.74  11.17  10.72  12.65
198702   9.58   7.56   7.02   6.64   6.80   6.77   5.81   5.16   6.69   7.96
198703   3.43   2.79   2.52   2.62   2.68   2.58   2.27   3.82   2.65   4.74
198704  -2.31  -2.46  -2.15  -3.06  -2.77  -2.75  -2.46  -1.39  -1.44   0.33
198705   1.39  -0.18  -0.57   0.14  -0.01  -0.17   0.89  -0.13   0.04   0.82
198706   1.51   1.84   2.09   3.63   4.39   3.36   3.27   3.13   2.60   2.07
198707   2.88   3.07   2.36   3.03   3.56   4.91   3.68   3.97   4.98   6.68
198708   0.01   2.72   2.07   3.29   2.09   3.24   1.88   2.50   1.65   1.02
198709  13.33  -1.66  -0.69  -0.81  -2.15  -0.09  -0.96  -2.14  -1.33  -0.69
198710 -28.48 -24.37 -24.86 -25.92 -25.82 -27.46 -27.62 -28.55 -29.78 -32.31
198711  -9.53  -5.01  -4.23  -3.13  -4.04  -4.54  -3.23  -4.21  -4.11  -5.33
198712  -3.13   2.06   3.95   3.84   4.27   4.55   4.32   7.53   6.22   7.07
198801  13.72   9.32   9.42   8.18   7.23   6.79   5.84   4.94   3.43   4.11
198802   6.07   7.98   8.12   5.57   7.26   5.89   5.62   5.77   6.61   6.03
198803   4.69   2.93   3.43   3.41   3.43   1.96   3.47   2.63   4.02   4.45
198804   1.17   0.71   0.76   1.53   1.79   1.06   1.16   1.36   1.48   2.87
198805  -2.62  -2.28  -2.21  -1.63  -1.34  -1.31  -1.32  -0.27  -1.06  -1.22
198806   3.75   5.50   6.00   5.59   3.78   5.45   5.26   5.88   5.10   5.42
198807   1.02  -0.91  -0.34  -0.71  -0.46  -0.33  -0.91   0.83  -0.06  -0.26
198808  -3.18  -2.30  -2.03  -2.18  -1.71  -1.29  -2.30  -1.76  -2.28  -2.10
198809   0.91   1.98   1.96   2.07   2.50   2.55   2.20   2.39   2.30   2.55
198810  -5.00  -0.92  -0.79  -1.12  -0.52  -0.49   0.24   0.59   0.72  -0.17
198811  -6.18  -4.50  -2.36  -2.83  -3.45  -3.70  -2.40  -3.59  -3.00  -3.57
198812   0.69   1.41   2.22   2.95   1.82   2.11   2.56   3.20   3.67   3.89
198901   8.91   5.50   5.18   5.05   4.93   4.94   4.98   6.34   6.65   6.34
198902  -0.18   0.75   1.16   1.00   0.07  -0.03   0.83   0.35  -0.03   1.27
198903  -0.22   1.36   1.75   0.82   1.97   2.82   1.51   2.93   2.62   3.17
198904   2.10   2.84   2.67   3.07   3.37   3.56   4.41   3.81   4.31   4.53
198905   1.33   3.01   2.98   3.72   2.84   2.80   3.69   3.79   3.40   3.80
198906  -2.25  -1.31  -1.30   0.28  -0.51   0.24   0.27  -0.65  -1.23  -2.22
198907  -0.07   1.67   2.03   3.48   3.79   3.87   3.89   4.55   5.62   5.93
198908  -0.16   1.18   2.23   2.15   3.49   2.88   1.97   3.31   2.67   3.52
198909  -0.44   0.18  -0.22  -0.06  -0.16   1.13   0.25   0.78   1.17   1.43
198910  -6.65  -5.88  -4.02  -3.55  -5.20  -4.61  -3.66  -4.57  -4.17  -5.54
198911  -4.65  -2.72  -1.14   0.41  -0.24   0.51   1.83   0.41   0.75   0.50
198912  -5.86  -1.39  -2.03  -0.91  -0.20   0.04   0.73   0.05   1.44  -0.41
199001  -1.94  -5.08  -4.25  -4.68  -5.34  -5.44  -6.18  -6.92  -7.45  -7.83
199002   2.79   1.54   0.46   0.74   1.11   2.23   1.75   1.77   2.00   3.42
199003   2.25   1.36   2.51   2.01   0.77   2.67   2.92   3.07   2.69   4.41
199004  -2.85  -2.99  -1.96  -3.13  -2.86  -2.82  -3.71  -3.82  -2.35  -1.24
199005   2.91   2.97   3.13   3.15   3.05   4.67   6.17   6.68   7.18   8.33
199006  -1.21   1.24  -0.13  -0.46   0.61   0.64   1.01   0.11   0.91   1.94
199007  -4.32  -4.22  -4.16  -3.76  -2.11  -2.15  -2.53  -1.86  -1.52  -3.08
199008 -13.07 -12.58 -10.30 -10.67  -9.50  -9.81 -10.89 -10.20 -11.83 -12.46
199009 -11.21  -9.73  -8.97  -8.49  -7.37  -5.40  -4.38  -6.01  -7.28  -8.24
199010 -10.69  -8.73  -6.02  -6.92  -4.78  -4.08  -3.16  -2.80  -3.60  -4.75
199011   4.77   3.75   3.63   5.34   4.00   3.93   4.99   3.00   4.70   2.86
199012  -8.00  -1.49   0.04   0.15   2.95   2.14   0.86   2.74   1.80   1.33
199101  19.92  11.70   8.87   8.24   6.38   4.88   5.16   3.92   6.20   8.24
199102  27.04  14.85  10.85   8.85   9.65  10.44   8.10   8.33  11.18  12.09
199103  13.35   8.79   5.24   5.14   5.32   5.32   4.97   6.82   9.03  10.41
199104   5.50   4.01   3.63   1.78   4.32   2.42   1.92   1.51   1.86   1.38
199105   0.15   2.75   4.22   3.51   3.44   3.73   2.29   3.69   3.75   5.97
199106  -4.65  -2.33  -2.94  -3.55  -2.79  -2.81  -3.03  -2.99  -3.65  -4.87
199107   3.50   1.97   1.83   3.26   2.56   2.39   3.59   3.39   4.85   6.55
199108   2.39   3.11   1.96   2.15   2.49   2.40   3.09   3.63   4.57   4.81
199109  -0.10   0.53   0.19   1.12   1.17   0.28  -0.78   0.86   1.33   3.00
199110   2.46   0.29   1.31   2.00   0.95   1.04   2.33   2.27   2.75   5.73
199111  -2.97  -2.74  -1.20  -0.29  -0.57  -2.12  -2.25  -2.94  -1.96  -4.02
199112  -3.16   1.47   2.58   3.45   3.19   4.33   5.85   6.32   6.34   9.18
199201  36.54  16.53  12.01  11.78   9.28   7.79  10.00  10.71  12.81  16.97
199202  10.02   7.09   5.58   5.62   4.41   4.89   3.98   4.41   6.24   3.82
199203  -0.64   1.20  -0.13  -0.83  -0.08  -0.24  -1.38  -1.72  -0.82  -2.85
199204  -5.08  -3.25  -2.82  -0.48  -1.36  -1.12  -2.02  -2.51  -2.59  -5.66
199205   0.79   1.76   0.04   0.42   1.35   0.79  -0.07   1.78   0.76  -0.42
199206  -5.54  -5.29  -4.46  -2.80  -2.83  -3.12  -2.66  -2.82  -3.13  -4.66
199207  -0.10   1.87   3.16   1.96   2.12   3.09   4.00   3.04   3.32   3.76
199208  -3.78  -2.69  -3.14  -2.07  -0.19  -1.89  -1.63  -1.67  -2.52  -3.66
199209  -0.39   0.86   0.19   0.42   1.61   1.77   2.32   1.55   2.84   2.36
199210   0.97   0.91   0.84   1.24   2.43   2.60   1.98   2.54   1.85   3.82
199211   7.95   7.40   6.88   5.90   5.58   6.02   6.17   5.40   7.95   8.36
199212   2.52   3.20   1.98   2.16   3.23   2.80   5.03   3.64   6.00   6.61
199301  10.79   4.38   4.96   5.30   4.03   4.79   7.58   6.66   6.27   9.86
199302  -3.53  -1.45  -1.49  -1.59  -0.28   0.07   1.76   0.04  -0.17  -0.62
199303   0.73   2.53   2.81   0.92   2.65   3.58   3.04   3.99   4.00   5.28
199304  -1.84  -1.94  -2.52  -1.66  -1.88  -2.51  -0.71  -1.56  -1.75  -1.36
199305   5.20   4.21   5.33   3.88   3.84   2.51   2.94   3.92   2.32   4.53
199306   0.08  -0.10   0.84   2.59   0.44   2.04   1.46   2.57   2.51   2.61
199307   0.93  -0.32   0.27   1.37   0.88   2.19   1.88   3.05   1.87   2.04
199308   3.09   2.37   4.15   3.12   2.12   4.24   3.52   4.07   5.01   6.67
199309   1.65   1.52   0.88   2.37   3.54   2.49   3.53   3.16   3.59   5.09
199310   6.92   5.08   4.46   3.71   1.50   3.30   3.37   2.93   3.78   4.42
199311  -2.42  -1.25  -1.85  -1.56  -1.89  -2.25  -2.77  -2.05  -3.16  -3.63
199312  -2.07   0.42   0.40   2.73   2.14   1.71   2.77   1.79   2.40   2.33
199401   7.98   4.65   4.32   3.91   2.99   3.64   3.57   3.97   5.46   4.99
199402  -0.25  -0.16  -0.73  -1.02  -0.14  -0.73  -0.16  -0.66  -0.87  -1.53
199403  -3.50  -3.48  -3.85  -3.54  -3.90  -3.85  -4.15  -4.03  -4.24  -6.34
199404  -5.32  -1.38  -0.09  -1.40  -0.86   0.20   0.56   0.25  -0.54  -0.27
199405   0.17   0.61  -0.37   0.20  -0.16   0.73   0.77  -0.39   0.47  -2.27
199406  -4.90  -2.47  -2.92  -2.07  -1.25  -0.60  -2.41  -1.52  -1.28  -3.87
199407  -0.09   1.36   1.01   1.54   1.52   1.46   1.76   2.11   2.45   2.28
199408   4.27   4.09   2.78   3.64   3.75   3.34   4.21   4.24   4.12   4.19
199409   1.46   0.49  -0.21  -0.57   0.47  -0.20   0.51   0.56   0.98   2.67
199410  -1.56  -0.29  -0.40  -0.04   0.22  -0.15   0.29   0.11   1.07   2.22
199411  -6.61  -4.26  -3.32  -3.38  -3.63  -4.12  -3.57  -3.38  -3.68  -3.49
199412  -6.21  -2.80  -0.86  -0.41   0.36   0.66   0.20   0.71   1.35   1.54
199501   7.90   3.73   3.29   3.18   1.39   1.64   1.97   2.24   1.34   1.31
199502   1.99   3.62   3.25   3.40   3.31   3.48   2.99   3.80   3.56   4.03
199503   1.28   0.78   2.24   2.65   1.38   1.42   1.70   1.91   2.20   2.94
199504   2.02   2.60   1.73   1.81   2.33   2.44   2.65   2.51   2.38   3.54
199505   0.65   1.65   4.14   2.10   2.29   2.11   2.35   2.24   2.00   2.45
199506   6.59   3.82   4.20   4.15   3.43   4.23   3.17   4.87   5.59   8.95
199507   6.94   3.57   4.03   3.69   5.42   4.25   4.57   5.45   5.87   9.24
199508   3.81   2.93   1.79   4.66   4.40   3.74   4.00   3.76   4.66   3.36
199509   2.30   2.20   2.06   2.76   2.97   3.36   2.71   3.06   3.08   4.00
199510  -9.77  -5.61  -3.09  -2.68  -1.77  -2.05  -2.47  -3.38  -2.18  -4.61
199511  -3.69   1.11   2.31   2.45   2.47   3.67   3.01   2.59   3.09   3.13
199512  -2.89  -0.36   1.04   1.14   2.25   1.97   2.38   2.32   2.61   2.37
199601   7.38   3.04   2.98   2.04   2.12   2.38   1.59   1.76   1.05   1.43
199602   5.70   3.37   2.98   3.42   2.28   2.37   3.27   2.58   3.87   4.08
199603   4.25   4.13   2.86   2.67   1.98   1.14   1.89   2.87   2.22   2.77
199604   8.19   5.62   5.34   4.54   2.70   3.55   3.00   4.29   5.70  10.02
199605   9.70   8.51   5.81   5.31   3.82   5.22   4.05   5.26   7.24   8.49
199606  -5.32  -2.22  -2.53  -0.69  -1.75  -1.89  -1.23  -1.85  -3.10  -5.84
199607 -11.08  -7.44  -6.17  -5.77  -5.39  -6.05  -5.83  -6.30  -6.73 -12.58
199608   3.91   4.30   3.66   4.09   3.59   3.60   4.18   4.80   4.08   6.69
199609   1.00   1.74   2.83   3.14   2.94   2.71   3.42   3.48   3.04   6.16
199610  -6.69  -3.59  -1.12   0.43   0.61   0.59   0.61  -0.60  -0.33  -2.24
199611   1.68   3.05   2.27   3.38   4.40   3.15   4.23   4.05   2.58   1.12
199612  -7.27  -0.38   1.00   1.66   1.49   2.18   0.88   2.13   0.79   1.16
199701  12.41   6.94   4.83   5.76   4.70   3.89   4.08   4.15   4.38   5.77
199702  -2.95  -1.56  -0.21   0.73   1.38   0.73   1.25   0.23  -0.95  -5.57
199703  -8.69  -4.50  -4.17  -3.65  -2.82  -2.77  -3.41  -3.74  -4.43  -4.65
199704  -5.62  -2.78  -2.41  -1.60   0.35   0.01  -0.04  -0.53  -0.22  -0.51
199705  10.96   9.97   8.27   8.14   6.81   7.60   7.37   8.57   7.27   9.58
199706   1.42   4.06   4.87   4.92   5.04   4.84   5.89   6.45   6.34   6.37
199707   3.08   4.01   5.81   5.17   4.50   6.46   5.85   6.06   7.36   9.03
199708   5.10   3.19   2.31   2.09   1.91   2.15   4.82   1.65   2.35   3.97
199709   8.49   9.56   7.81   8.29   7.67   8.33   7.67   8.28   9.46   9.98
199710  -2.86  -1.83  -1.75  -1.50  -1.85  -1.14  -0.47  -1.04  -0.81  -4.56
199711  -7.10  -1.69  -0.48  -0.39   0.30   0.80   0.67   1.08  -0.10  -1.52
199712 -13.32  -5.09  -2.45  -0.70   0.10   1.08   2.56   2.42   2.11  -0.44
199801   7.27   1.13  -0.41   0.56  -0.66  -0.96  -0.13  -0.49  -1.37  -0.38
199802   6.20   6.04   6.49   7.16   6.08   6.65   6.18   6.35   7.04   6.28
199803   4.11   4.97   4.27   4.88   4.90   6.18   4.73   5.24   4.48   6.46
199804   4.34   3.25   1.66   2.19   2.48   1.35   1.98   1.29   1.79   2.66
199805  -6.40  -3.84  -3.60  -3.80  -3.61  -3.36  -3.50  -3.55  -4.10  -5.12
199806  -7.84  -5.05  -4.83  -2.99  -1.62  -1.94  -0.43   0.09  -0.36   1.55
199807  -6.56  -7.94  -7.29  -4.19  -6.26  -5.37  -5.38  -4.74  -4.14  -4.72
199808 -24.97 -22.00 -19.95 -18.26 -16.86 -17.12 -15.51 -16.78 -17.66 -22.07
199809   2.17   2.61   5.69   2.91   3.53   3.97   3.09   4.30   5.28   8.53
199810   7.62   3.06   3.34   3.56   3.08   2.39   2.56   2.26   2.18   2.32
199811  10.85   9.41   7.19   8.24   6.63   5.20   6.81   6.23   4.95  10.26
199812  -1.87   1.17   1.00   0.31   3.08   3.71   4.15   4.05   6.97   9.33
199901  18.27  10.14   6.26   3.07   1.90   1.58   0.19   1.08   2.79   8.88
199902  -4.41  -5.57  -4.89  -4.47  -5.05  -3.96  -4.63  -5.88  -6.03  -4.65
199903   0.82  -3.28  -3.13  -2.28  -2.10  -3.54  -3.35  -0.48  -2.99   3.52
199904  11.49  11.70  10.47   8.30   7.05   6.92   5.91   6.08   6.76   9.23
199905   6.99   6.47   4.58   4.23   2.94   2.58   2.09   2.47   2.10   0.55
199906   1.04   4.29   3.62   2.47   3.82   3.23   4.53   4.53   6.55   6.88
199907   2.68  -0.24   1.26   1.17  -0.14   0.02   1.63   0.19   1.06   0.78
199908  -6.26  -3.72  -2.94  -3.19  -2.71  -2.80  -3.59  -2.83  -1.95  -1.24
199909  -4.19  -4.17  -3.34  -2.49  -2.75  -2.58  -2.72  -0.33  -1.31   2.56
199910  -5.64  -3.02  -1.44  -0.95   0.96   1.11   0.29   0.47  -0.03   4.54
199911  13.66   7.85   5.49   4.44   2.98   4.52   4.48   9.22   8.21  18.28
199912  10.61   5.65   4.02   1.94   4.41   2.22   3.07   8.80   9.32  20.97
200001  17.08   6.53   2.36   1.16   2.63   3.85   0.83   1.01   7.98   7.49
200002  15.36   7.79   3.33   4.76   4.33   4.27   7.28  13.49  18.68  31.54
200003  -0.65   2.27   2.73   1.49   2.36   2.86   3.16   3.85   3.49  -3.62
200004 -11.20  -5.76  -3.13  -1.26  -0.68  -3.06  -3.44  -4.13  -8.22 -17.41
200005  -8.81  -4.28  -3.21  -1.79  -1.31  -1.97  -1.70  -2.82  -4.00 -12.08
200006   2.82   3.06   1.18   1.41   1.45   1.36   2.04   4.95   8.17  22.26
